time,weather_code (wmo code),temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),apparent_temperature_max (°F),apparent_temperature_min (°F),apparent_temperature_mean (°F),sunrise (iso8601),sunset (iso8601),daylight_duration (s),sunshine_duration (s),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
6/1/00,51,82.8,76,79.1,90.8,80.6,84.8,2000-06-01T05:29,2000-06-01T19:08,49131.66,45629.91,0.9,0.9,0,4,12.1,21.7,80,24.44,5.05
6/2/00,61,82.1,76.9,79.3,90.3,83.4,86.1,2000-06-02T05:29,2000-06-02T19:08,49167.68,45865.24,3.4,3.4,0,8,11.7,19.7,85,23.09,4.56
6/3/00,53,83.6,74.5,79.3,93,82.2,87.5,2000-06-03T05:29,2000-06-03T19:09,49201.83,43545.45,1,1,0,4,8.8,15,115,23.71,4.71
6/4/00,61,83.7,75.8,79.5,92.2,84.8,87.7,2000-06-04T05:28,2000-06-04T19:09,49234.04,34259.31,2.2,2.2,0,4,10.7,17.2,158,19.4,3.96
6/5/00,61,83.1,74.8,79.5,93.1,83.2,87.9,2000-06-05T05:28,2000-06-05T19:09,49264.25,43755.07,4.3,4.3,0,9,9,15.4,158,23.27,4.56
6/6/00,61,85.8,76.7,80.9,97.2,84.7,89.6,2000-06-06T05:28,2000-06-06T19:10,49292.42,43282.93,5.4,5.4,0,6,7.6,15.2,211,23.19,4.77
6/7/00,63,86.4,75.1,80,97,80.4,88.3,2000-06-07T05:28,2000-06-07T19:10,49318.57,40653.06,9.3,9.3,0,9,10,18.1,1,25.02,5.1
6/8/00,61,80.1,75.9,77.5,84.8,81.9,83.2,2000-06-08T05:28,2000-06-08T19:11,49342.93,25059.93,9,9,0,17,14.8,25.3,68,14.62,3.01
6/9/00,53,81.2,74.6,77.9,84.3,78.1,80.9,2000-06-09T05:28,2000-06-09T19:11,49365.48,46024.78,3.1,3.1,0,8,14.4,24.4,77,21.63,4.74
6/10/00,51,79.7,74.8,77.2,81.2,77.9,79.2,2000-06-10T05:28,2000-06-10T19:11,49386.22,41311.07,2.2,2.2,0,10,15.5,27.7,91,20.92,4.68
6/11/00,63,80.5,74,77,85.2,77.5,81.8,2000-06-11T05:28,2000-06-11T19:12,49405.14,28769.71,18.1,18.1,0,15,12.4,21.7,110,14.73,3.23
6/12/00,51,83,77.8,80.1,91.5,83.9,86.6,2000-06-12T05:28,2000-06-12T19:12,49422.22,46086.73,0.1,0.1,0,1,14.1,22.8,97,25.69,5.1
6/13/00,51,83,78.2,80.3,90.4,83.8,86.1,2000-06-13T05:28,2000-06-13T19:12,49437.44,44170.56,0.3,0.3,0,1,13.6,23,97,24.05,4.98
6/14/00,51,83.5,78.1,80.5,90.3,83.4,86,2000-06-14T05:29,2000-06-14T19:13,49450.8,46125.48,0.1,0.1,0,1,13.2,22.1,110,25.46,5.3
6/15/00,51,83.6,78.2,80.6,89.7,82.1,85.4,2000-06-15T05:29,2000-06-15T19:13,49462.28,45233.75,0.3,0.3,0,2,13.8,23,110,25.53,5.55
6/16/00,51,82.5,78.5,80,89.5,83.4,84.9,2000-06-16T05:29,2000-06-16T19:13,49471.87,46161.55,1.2,1.2,0,7,16.6,27.3,114,22.06,4.69
6/17/00,51,84.7,77.3,81.3,90.5,82.1,85.8,2000-06-17T05:29,2000-06-17T19:14,49479.57,45526.21,1,1,0,5,16.1,26.8,108,25.17,5.55
6/18/00,51,84.4,79.2,81,92.1,84.1,86.3,2000-06-18T05:29,2000-06-18T19:14,49485.36,46194.39,1.4,1.4,0,10,16.4,26.8,103,24.99,5.3
6/19/00,55,82.4,77.6,80.3,90,83.3,86.7,2000-06-19T05:29,2000-06-19T19:14,49489.24,46209.44,2.7,2.7,0,7,13.1,22.8,120,22.62,4.69
6/20/00,53,83.1,76.2,79.7,92.5,85,88.1,2000-06-20T05:30,2000-06-20T19:14,49491.18,46223.47,2.9,2.9,0,11,9.1,16.1,100,23.37,4.56
6/21/00,51,84.3,74.9,79.8,92.3,82.4,87.5,2000-06-21T05:30,2000-06-21T19:15,49491.2,46236.44,0.2,0.2,0,2,9.6,17.9,101,25.51,5.01
6/22/00,51,84.8,77.4,81.2,94.4,84.6,88.7,2000-06-22T05:30,2000-06-22T19:15,49489.28,46248.25,0.1,0.1,0,1,8.9,15.7,147,25.18,5.27
6/23/00,51,85.9,77.5,81.7,95.2,84.7,89.4,2000-06-23T05:30,2000-06-23T19:15,49485.41,46258.87,0.1,0.1,0,1,6.7,13.2,163,25.16,5.3
6/24/00,51,85.7,78.7,81.6,94.4,85.7,89.2,2000-06-24T05:31,2000-06-24T19:15,49479.6,46268.2,1.8,1.8,0,8,11.4,20.1,131,25.4,5.28
6/25/00,51,85.7,77.7,81.4,92.9,85,88.4,2000-06-25T05:31,2000-06-25T19:15,49471.83,46169.83,1.9,1.9,0,10,11.7,20.4,116,23.43,5.02
6/26/00,61,84.9,76.7,81,91,81.6,86.1,2000-06-26T05:31,2000-06-26T19:15,49462.11,45858.92,3.6,3.6,0,8,15.9,25.9,105,24.26,5.33
6/27/00,61,83,77,79.5,91.7,82,85.7,2000-06-27T05:31,2000-06-27T19:15,49450.37,34946.24,7.4,7.4,0,14,12.5,25.3,120,20.11,4.16
6/28/00,2,85.4,79.1,82.1,94,85.8,88.9,2000-06-28T05:32,2000-06-28T19:16,49436.52,46292.89,0,0,0,0,11.1,18.8,131,25.28,5.47
6/29/00,51,86.1,78.2,82,95.6,85.3,90.2,2000-06-29T05:32,2000-06-29T19:16,49420.59,46296.67,0.3,0.3,0,2,9.8,17.9,156,25.48,5.24
6/30/00,51,87.6,78.5,82.4,97.4,87.4,91,2000-06-30T05:32,2000-06-30T19:16,49402.62,44765.98,0.1,0.1,0,1,9.4,17,197,25.03,5.25
7/1/00,63,86.5,77.5,80.6,95.6,85.4,88.7,2000-07-01T05:33,2000-07-01T19:16,49382.66,30585.07,7.7,7.7,0,6,6.1,15.4,252,16.63,3.65
7/2/00,61,80,74.9,77.5,89.2,82.8,85.5,2000-07-02T05:33,2000-07-02T19:16,49360.73,14372.39,7.4,7.4,0,17,6.3,13.6,284,11.15,2.36
7/3/00,53,81.1,75.1,78.5,88.6,81.8,85.6,2000-07-03T05:33,2000-07-03T19:16,49336.89,33901.98,3.7,3.7,0,12,9.1,18.1,112,17.75,3.56
7/4/00,53,82.1,77.6,80.1,90.8,84.3,87.3,2000-07-04T05:34,2000-07-04T19:16,49311.18,40174.34,1.4,1.4,0,4,10.9,17.7,101,20.1,4.13
7/5/00,51,83.6,77.6,80.3,92.4,86.1,88.8,2000-07-05T05:34,2000-07-05T19:16,49283.65,44604.66,0.6,0.6,0,2,10.8,18.1,101,23,4.52
7/6/00,53,84.7,76.8,80.9,97,86.6,90,2000-07-06T05:35,2000-07-06T19:16,49254.32,46296.38,1.2,1.2,0,4,9,15.9,159,25.01,5.13
7/7/00,51,87.1,77.6,81.9,98.2,85.8,89.9,2000-07-07T05:35,2000-07-07T19:15,49223.27,45688.84,0.7,0.7,0,4,9.8,17.2,215,24.98,5.38
7/8/00,53,86.6,79,81.9,93.9,86,89.6,2000-07-08T05:35,2000-07-08T19:15,49190.5,32094.58,1.4,1.4,0,2,7.7,13.9,218,17.04,3.9
7/9/00,61,84.6,77.5,80.7,94.9,86.7,89.8,2000-07-09T05:36,2000-07-09T19:15,49156.1,38457.89,5.3,5.3,0,6,9.3,16.3,141,20.57,4.21
7/10/00,61,84.2,76.5,79.8,95.4,85.6,89,2000-07-10T05:36,2000-07-10T19:15,49120.08,33642.59,5.6,5.6,0,9,6.7,13.6,135,19.38,3.95
7/11/00,55,84.8,76.3,80.6,94.9,85.9,89.6,2000-07-11T05:37,2000-07-11T19:15,49082.5,43258.94,2.3,2.3,0,7,6.9,13.2,178,19.31,4.02
7/12/00,51,87.3,79.4,82.8,98.3,87.7,92,2000-07-12T05:37,2000-07-12T19:15,49043.4,46138.35,0.5,0.5,0,3,6.7,14.8,203,24.18,5.1
7/13/00,51,88.1,78.8,83,97,87.9,91.7,2000-07-13T05:38,2000-07-13T19:14,49002.83,46101.01,0.4,0.4,0,1,8.2,15.4,217,25.73,5.47
7/14/00,53,87.3,79.1,82.9,97.5,87.7,91.4,2000-07-14T05:38,2000-07-14T19:14,48960.82,46062.31,0.9,0.9,0,2,8.5,16.3,223,21.97,4.83
7/15/00,63,88.2,77.7,82.3,95.7,84.7,89.6,2000-07-15T05:39,2000-07-15T19:14,48917.43,46022.3,6,6,0,12,12.7,23,235,22.63,4.9
7/16/00,63,88.3,79.1,82.3,97.9,84.4,89,2000-07-16T05:39,2000-07-16T19:14,48872.7,45981.02,6.2,6.2,0,7,13,19.7,226,22.2,5.04
7/17/00,61,86.5,79.4,82.8,96.4,86.7,90.8,2000-07-17T05:40,2000-07-17T19:13,48826.52,44503.63,2.8,2.8,0,6,10.8,18.8,227,22.47,4.9
7/18/00,61,88.3,77.9,82.5,98.4,87.5,91.4,2000-07-18T05:40,2000-07-18T19:13,48778.5,45894.28,1.7,1.7,0,2,7.8,15.2,253,24.4,5.19
7/19/00,61,88.3,77.9,82.7,98.1,87.5,91.8,2000-07-19T05:40,2000-07-19T19:13,48728.7,45848.41,1.7,1.7,0,2,9.9,17.7,217,25.18,5.29
7/20/00,53,87.7,79.9,83.3,96.6,88.7,91.4,2000-07-20T05:41,2000-07-20T19:12,48677.18,45800.93,0.7,0.7,0,3,9.2,16.1,198,23.53,5.21
7/21/00,53,88.2,80.4,83.6,97,88.7,91.8,2000-07-21T05:41,2000-07-21T19:12,48624.03,45440.18,1.5,1.5,0,4,10.4,16.8,180,24.99,5.48
7/22/00,51,88.4,79.4,83.3,98.4,88.5,91.8,2000-07-22T05:42,2000-07-22T19:11,48569.32,44934.18,0.8,0.8,0,4,8.9,17,153,24.96,5.44
7/23/00,53,87.5,79.4,82.9,96.9,87.9,91.2,2000-07-23T05:42,2000-07-23T19:11,48513.12,44780.98,1.6,1.6,0,5,10.4,20.6,143,24.3,5.22
7/24/00,61,88,79.1,82.4,97,86.7,90.7,2000-07-24T05:43,2000-07-24T19:11,48455.5,41190.09,2.2,2.2,0,2,9.2,16.1,140,23.48,5.1
7/25/00,53,85.7,78.8,82,97.7,87.2,90.9,2000-07-25T05:43,2000-07-25T19:10,48396.54,45541.68,2.8,2.8,0,8,8.1,16.3,121,22.18,4.64
7/26/00,61,84.4,78.2,81.1,94.8,85.7,89.3,2000-07-26T05:44,2000-07-26T19:10,48336.3,40074.62,6.8,6.8,0,10,9.9,17.9,114,19.4,4.16
7/27/00,63,83.5,79.1,80.8,92.7,87.1,89.1,2000-07-27T05:44,2000-07-27T19:09,48274.86,41421.14,4.9,4.9,0,9,10,16.8,94,19.94,4.12
7/28/00,63,81.3,76.3,79.3,91.1,85.1,88,2000-07-28T05:45,2000-07-28T19:08,48212.29,45171.29,7.6,7.6,0,12,11.3,20.6,76,20.9,3.9
7/29/00,55,82.4,76.4,79.1,90.5,84.1,86.6,2000-07-29T05:45,2000-07-29T19:08,48148.64,30025.03,8.7,8.7,0,21,12.1,15.7,167,16.86,3.53
7/30/00,61,83.6,79.2,81.5,93,85,88.8,2000-07-30T05:46,2000-07-30T19:07,48084,41569.95,2.8,2.8,0,4,11.5,17.4,136,19.18,4.27
7/31/00,53,84.8,79.2,81.4,94.7,85.8,88.4,2000-07-31T05:46,2000-07-31T19:07,48018.43,45190.55,3.6,3.6,0,8,15.8,26.6,110,23.44,4.79
8/1/00,53,84.1,78.5,80.7,94.3,86.4,89.5,2000-08-01T05:47,2000-08-01T19:06,47951.98,44350.78,2,2,0,6,10.1,18.3,128,23.93,4.63
8/2/00,51,84.7,79.1,81.5,94.3,87.3,90,2000-08-02T05:47,2000-08-02T19:05,47884.74,42523.27,1.4,1.4,0,7,10.5,19.7,115,23.56,4.72
8/3/00,53,84.7,79,81.2,94.7,86.7,89.5,2000-08-03T05:48,2000-08-03T19:05,47816.76,44978.04,3.6,3.6,0,10,10.4,18.1,102,22.67,4.55
8/4/00,3,86,80.2,82.6,95.6,86.9,89.9,2000-08-04T05:48,2000-08-04T19:04,47748.1,44938.14,0,0,0,0,11.2,18.3,109,24.34,5.3
8/5/00,61,84.8,78.9,81.7,95.9,86.8,90,2000-08-05T05:49,2000-08-05T19:04,47678.82,44873.27,6,6,0,13,11.5,18.1,115,22.92,4.69
8/6/00,53,84.8,80.7,82.2,93.7,88.1,89.6,2000-08-06T05:49,2000-08-06T19:03,47608.79,44807.53,0.8,0.8,0,2,14.4,25.1,111,22.78,4.73
8/7/00,2,86.1,80.3,82.9,93.7,86.8,89.2,2000-08-07T05:50,2000-08-07T19:02,47537.48,44740.54,0,0,0,0,15.4,24.8,97,26.74,5.78
8/8/00,51,86.3,80,82.7,92.7,86.1,88.3,2000-08-08T05:50,2000-08-08T19:01,47464.95,44672.32,0.4,0.4,0,3,16.2,26.8,71,24.35,5.56
8/9/00,53,86.1,78.2,81.6,95.9,86.9,90.3,2000-08-09T05:51,2000-08-09T19:01,47391.26,43696.36,1.1,1.1,0,2,9.3,18.1,40,24.27,4.89
8/10/00,51,88.2,75.8,82.3,98.5,84.2,90.9,2000-08-10T05:51,2000-08-10T19:00,47316.5,44532.52,0.1,0.1,0,1,6.5,15,235,23.55,5.07
8/11/00,63,88.6,78.5,82.5,100.8,87,91.2,2000-08-11T05:52,2000-08-11T18:59,47240.73,41893.45,5.3,5.3,0,4,8.7,17.7,231,22.93,5.02
8/12/00,63,82.7,79.1,80.6,91.2,85.4,88.3,2000-08-12T05:52,2000-08-12T18:58,47164.04,38662.98,15.4,15.4,0,11,13.2,19,244,16.7,3.57
8/13/00,51,87.4,77.4,81.2,95.1,85.1,88.9,2000-08-13T05:53,2000-08-13T18:57,47086.48,27260.88,0.8,0.8,0,2,10.2,18.1,233,15.5,3.51
8/14/00,61,86.9,76.6,81.4,99,85.6,91.4,2000-08-14T05:53,2000-08-14T18:57,47008.12,40628.47,3.2,3.2,0,4,7.3,14.3,264,23.8,4.85
8/15/00,55,85.1,76.7,80.3,94.7,85.6,89.5,2000-08-15T05:54,2000-08-15T18:56,46929.04,42414.44,2.8,2.8,0,5,9.3,17.9,1,21.78,4.35
8/16/00,51,82.9,75.6,79.6,89.4,83.3,85.9,2000-08-16T05:54,2000-08-16T18:55,46849.31,43955.55,1.3,1.3,0,5,13.6,22.6,55,22.18,4.52
8/17/00,51,83.8,77.1,80.2,91.7,83.7,86.8,2000-08-17T05:54,2000-08-17T18:54,46768.99,43560.34,0.2,0.2,0,1,10.6,19.7,78,23.68,4.83
8/18/00,63,83.9,76.9,80.3,94,85.6,88.2,2000-08-18T05:55,2000-08-18T18:53,46688.14,42710.87,5.3,5.3,0,10,13,19.2,97,22.3,4.47
8/19/00,53,84.1,76.6,80.5,93.2,86.2,89.5,2000-08-19T05:55,2000-08-19T18:52,46606.82,43144.09,1.8,1.8,0,6,11,19.7,94,22.53,4.38
8/20/00,51,84.8,75.8,80.5,94.4,84.6,89.2,2000-08-20T05:56,2000-08-20T18:51,46525.11,43560.71,0.6,0.6,0,3,11,18.8,88,24.04,4.75
8/21/00,53,85,77.5,80.9,94.9,85.7,89.7,2000-08-21T05:56,2000-08-21T18:50,46443.07,42486.78,4.3,4.3,0,13,10.3,18.3,97,22.09,4.51
8/22/00,51,85.6,79.5,82.3,93,86.4,88.7,2000-08-22T05:57,2000-08-22T18:49,46360.75,42505.83,1,1,0,4,13.3,22.4,77,21.48,4.9
8/23/00,53,85.4,79.4,82.4,92.4,85.3,88.3,2000-08-23T05:57,2000-08-23T18:48,46278.21,43010.88,2.2,2.2,0,9,15.4,25.3,71,21.62,4.85
8/24/00,51,86.7,81.1,83.3,94.1,87.1,89.6,2000-08-24T05:57,2000-08-24T18:47,46195.52,42561.79,0.3,0.3,0,3,14.5,24.2,88,23.25,5.38
8/25/00,53,86.5,78.9,82.5,95.2,85,89.2,2000-08-25T05:58,2000-08-25T18:46,46112.73,42332.76,2.2,2.2,0,8,12.8,21.5,100,23.55,5.28
8/26/00,63,83.3,78.3,80,91.4,83,86.2,2000-08-26T05:58,2000-08-26T18:45,46029.67,32280.92,8.3,8.3,0,12,12.2,20.6,116,16.12,3.63
8/27/00,61,80.3,76.8,78.9,88.5,80.8,84.4,2000-08-27T05:59,2000-08-27T18:44,45945.83,0,9.8,9.8,0,21,15.6,27.7,125,6.89,2.11
8/28/00,63,80.5,75.8,77.9,88.7,81.4,85.3,2000-08-28T05:59,2000-08-28T18:44,45861.23,18647.75,22.6,22.6,0,19,11.8,19.5,184,11.19,2.42
8/29/00,53,87,75.9,80.8,95.7,82,88.3,2000-08-29T06:00,2000-08-29T18:42,45775.92,42327.93,0.7,0.7,0,2,12.2,16.8,243,22.64,4.76
8/30/00,61,85.5,77.9,80.7,93.6,85.6,88,2000-08-30T06:00,2000-08-30T18:41,45689.97,41949.75,2.8,2.8,0,5,13,22.8,220,20.22,4.11
8/31/00,63,85.6,77.4,81,94.6,84.3,88.3,2000-08-31T06:00,2000-08-31T18:40,45603.45,41774.5,7,7,0,9,13.3,20.6,196,21.5,4.4
9/1/00,51,86,78.1,82.6,97.9,86.6,92.4,2000-09-01T06:01,2000-09-01T18:39,45516.41,42076.07,0.1,0.1,0,1,8.1,14.8,136,23.12,4.77
9/2/00,51,86.2,79.1,82.4,97.8,89.8,92.4,2000-09-02T06:01,2000-09-02T18:38,45428.93,41045.52,0.3,0.3,0,2,9.9,17,106,22.35,4.65
9/3/00,51,84.7,78.7,82,94.6,88.4,90.8,2000-09-03T06:02,2000-09-03T18:37,45341.05,41801.49,0.2,0.2,0,1,9,17.7,85,21.9,4.52
9/4/00,51,86,78.9,82.3,96.5,88.4,91.3,2000-09-04T06:02,2000-09-04T18:36,45252.85,41784.25,0.4,0.4,0,3,8.3,15.4,126,22.27,4.66
9/5/00,53,85.8,78.2,81.7,96.3,86.4,90.1,2000-09-05T06:02,2000-09-05T18:35,45164.36,41532.48,2.6,2.6,0,10,9.7,17.7,155,21.74,4.52
9/6/00,61,85.7,78.3,80.9,95.5,85.5,88.6,2000-09-06T06:03,2000-09-06T18:34,45075.66,41032.82,11.7,11.7,0,20,9.9,18.6,169,19.42,4
9/7/00,63,83.4,79.5,81,94.2,86.7,89.8,2000-09-07T06:03,2000-09-07T18:33,44986.8,39264.64,6.9,6.9,0,12,8.7,15.7,126,17.8,3.69
9/8/00,61,83.9,78.5,80.7,95.1,86.8,90,2000-09-08T06:04,2000-09-08T18:32,44897.85,39908.25,4.9,4.9,0,7,8.7,16.8,50,19.64,3.8
9/9/00,61,83.7,76.5,79.6,94.9,85.9,89.3,2000-09-09T06:04,2000-09-09T18:31,44808.84,34384.05,5.2,5.2,0,11,7.1,14.1,58,18.21,3.62
9/10/00,55,82.4,77.8,79.6,94.2,85.5,88.1,2000-09-10T06:04,2000-09-10T18:30,44719.84,41259.69,3.7,3.7,0,13,9,17.2,81,19.96,3.84
9/11/00,55,83.5,77,79.9,93,83.2,87,2000-09-11T06:05,2000-09-11T18:29,44630.91,40297.2,2.2,2.2,0,7,10.9,19,75,21.12,4.32
9/12/00,51,84.3,76.9,80.8,94.2,85.6,89.5,2000-09-12T06:05,2000-09-12T18:27,44542.1,41249.02,0.3,0.3,0,2,7.5,14.5,86,20.92,4.22
9/13/00,51,85.8,76.3,81.3,95.2,85.2,90.1,2000-09-13T06:06,2000-09-13T18:26,44453.46,41361.56,0.1,0.1,0,1,7.7,13.6,67,21.01,4.38
9/14/00,53,86.4,76.5,81,97,85,89.7,2000-09-14T06:06,2000-09-14T18:25,44365.04,41486.3,1.8,1.8,0,4,5.7,11.2,7,21.33,4.43
9/15/00,63,82.3,76.7,78.9,91.2,85.1,87.6,2000-09-15T06:06,2000-09-15T18:24,44276.7,21950.23,14.1,14.1,0,13,6.7,15.9,241,12.53,2.59
9/16/00,53,83.2,76.6,80,92.9,85.6,88.4,2000-09-16T06:07,2000-09-16T18:23,44187.85,7279.52,2.3,2.3,0,7,12.3,20.6,161,11.03,2.58
9/17/00,53,83.9,78.8,80.8,90.1,82.2,86,2000-09-17T06:07,2000-09-17T18:22,44098.54,35378.34,3.4,3.4,0,13,17.8,31.3,149,15.03,3.39
9/18/00,55,84.6,78.3,81.2,94.5,86.7,90.6,2000-09-18T06:08,2000-09-18T18:21,44008.81,40696.64,1.8,1.8,0,4,9,16.6,151,20.69,4.04
9/19/00,61,85.4,79.1,81.5,93.8,84.7,88.8,2000-09-19T06:08,2000-09-19T18:20,43918.73,35290.84,6.9,6.9,0,9,15.6,29.1,108,19.51,3.95
9/20/00,51,85.2,79.3,82.1,92.6,82.9,87.8,2000-09-20T06:08,2000-09-20T18:19,43828.36,40444.76,0.7,0.7,0,4,18.3,28.6,126,20.45,4.6
9/21/00,61,85,79,81.9,94.4,86.2,89.7,2000-09-21T06:09,2000-09-21T18:18,43737.75,35411.83,3.3,3.3,0,7,10.8,20.6,118,18.55,3.99
9/22/00,53,85.7,81,82.9,94.4,87.7,90.3,2000-09-22T06:09,2000-09-22T18:17,43646.97,38140.18,0.8,0.8,0,3,13,21.7,119,18.5,4.22
9/23/00,51,85.4,80.9,82.5,94.6,88,89.9,2000-09-23T06:09,2000-09-23T18:15,43556.06,39796.03,1,1,0,6,11.9,19.9,105,18.72,4.19
9/24/00,3,85.3,80.3,82.3,93.2,87.7,89.6,2000-09-24T06:10,2000-09-24T18:14,43465.1,39293.77,0,0,0,0,10.8,18.3,89,20.82,4.6
9/25/00,51,85.3,79.7,82.2,96.4,87.8,90.8,2000-09-25T06:10,2000-09-25T18:13,43374.12,40202.38,0.7,0.7,0,4,9.1,15.4,125,20.23,4.29
9/26/00,63,86.1,78.9,81.4,96.2,87.5,90.3,2000-09-26T06:11,2000-09-26T18:12,43283.21,40015.29,5.1,5.1,0,4,7.8,14.3,172,19.21,4.01
9/27/00,55,84.2,77.9,80.8,93.3,86.2,89.8,2000-09-27T06:11,2000-09-27T18:11,43192.4,39472.37,4.2,4.2,0,11,9.2,16.1,75,18.55,3.7
9/28/00,61,80.9,76.7,78.6,88.6,80.3,85.1,2000-09-28T06:12,2000-09-28T18:10,43101.76,39672.99,6.6,6.6,0,16,14.6,23.5,53,16.31,3.23
9/29/00,63,79.9,75.7,77.5,87.4,80.8,83.4,2000-09-29T06:12,2000-09-29T18:09,43011.34,26651.48,16.1,16.1,0,20,13.2,19.9,68,13,2.68
9/30/00,61,83.8,75.4,78.6,95.7,83.7,87.2,2000-09-30T06:12,2000-09-30T18:08,42921.21,36000,3.4,3.4,0,9,6.9,13.4,24,16.93,3.44
10/1/00,51,83.8,75.1,79.3,93,82.1,86.7,2000-10-01T06:13,2000-10-01T18:07,42831.42,37616.55,0.3,0.3,0,3,8.3,13.9,16,18.95,3.89
10/2/00,63,80,77.1,78.5,86.8,82.9,85.2,2000-10-02T06:13,2000-10-02T18:06,42742.03,6488.76,27.4,27.4,0,17,11.5,20.4,92,6.31,1.65
10/3/00,63,78,76.2,76.9,84,80.4,81.9,2000-10-03T06:14,2000-10-03T18:05,42653.11,0,81.3,81.3,0,24,15.5,26.2,165,1.58,0.82
10/4/00,61,82.4,76.7,79.8,91.7,81.5,87.4,2000-10-04T06:14,2000-10-04T18:04,42564.69,20837.62,15,15,0,16,13.5,22.4,187,11.02,2.36
10/5/00,61,85.5,77.3,80.9,99,87.1,92.1,2000-10-05T06:15,2000-10-05T18:02,42476.63,37328.33,2.9,2.9,0,6,5,11.2,219,18.56,3.7
10/6/00,61,84.8,76.8,80.1,98.1,85.7,90.7,2000-10-06T06:15,2000-10-06T18:01,42388.3,32605.6,10.4,10.4,0,11,4.7,12.8,230,17.17,3.43
10/7/00,53,83.7,75.1,79.5,95.7,83.8,88.5,2000-10-07T06:15,2000-10-07T18:00,42299.75,38880.92,1.6,1.6,0,4,7.9,15.4,11,18.19,3.59
10/8/00,51,82.6,76.4,78.9,91.4,83.5,86.8,2000-10-08T06:16,2000-10-08T17:59,42211.03,38600.04,1.9,1.9,0,13,7.6,13.9,29,17.69,3.46
10/9/00,51,76.4,71.2,74.3,81.3,65.8,72.7,2000-10-09T06:16,2000-10-09T17:58,42122.21,32794.83,0.7,0.7,0,4,25.1,39.8,11,15.05,3.58
10/10/00,3,76.9,71.7,73.9,73.3,65.7,69.5,2000-10-10T06:17,2000-10-10T17:57,42033.35,38504.98,0,0,0,0,20.8,33.1,41,19.63,5.74
10/11/00,2,78.2,73.8,75.7,76.1,71.4,73.5,2000-10-11T06:17,2000-10-11T17:56,41944.51,38392.63,0,0,0,0,19.2,29.3,42,16.71,5.09
10/12/00,51,79.2,72.2,74.7,77.1,72.3,74.2,2000-10-12T06:18,2000-10-12T17:55,41855.77,38204.95,1.5,1.5,0,10,20,33.6,43,16.87,4.09
10/13/00,51,80,72.7,76.2,77.8,71.9,74.1,2000-10-13T06:18,2000-10-13T17:54,41767.2,38145.93,0.5,0.5,0,3,19.1,32,40,20.04,5.55
10/14/00,3,79.7,73.5,76.1,76.2,71.9,74,2000-10-14T06:19,2000-10-14T17:53,41678.84,38171.84,0,0,0,0,17.9,28,34,15.58,5.15
10/15/00,3,79.5,73,75.7,76.7,72.6,74.4,2000-10-15T06:19,2000-10-15T17:53,41590.78,36580.82,0,0,0,0,12.9,22.1,16,14.78,4.71
10/16/00,3,79.6,71.1,74.9,79.5,71.9,75.1,2000-10-16T06:20,2000-10-16T17:52,41503.08,31990.3,0,0,0,0,12,20.4,1,13.81,3.95
10/17/00,1,80.4,69.7,74.5,79,67.3,73.2,2000-10-17T06:20,2000-10-17T17:51,41415.82,38231.24,0,0,0,0,12.5,17.2,351,21.56,5.37
10/18/00,51,80.1,69.6,74.7,82.1,70.5,76.7,2000-10-18T06:21,2000-10-18T17:50,41329.06,37330.15,0.1,0.1,0,1,10.6,17.7,358,15.28,3.57
10/19/00,3,80.6,72.7,76.5,83.3,76.8,79.4,2000-10-19T06:21,2000-10-19T17:49,41242.88,36285.38,0,0,0,0,11.5,18.3,51,16.53,3.88
10/20/00,1,80.5,73.3,76.8,84.8,77.8,80.6,2000-10-20T06:22,2000-10-20T17:48,41157.34,36993.52,0,0,0,0,8.9,15.9,52,17.16,3.78
10/21/00,51,79.4,73.4,76,81.3,77.1,79,2000-10-21T06:23,2000-10-21T17:47,41072.52,36606.71,0.7,0.7,0,4,15.1,24.2,55,15.47,3.43
10/22/00,2,79.5,74.6,76.7,76.9,71.6,75.1,2000-10-22T06:23,2000-10-22T17:46,40988.49,36905.81,0,0,0,0,20.9,32.4,49,16.83,4.91
10/23/00,53,78.6,74.5,76,75.8,71.3,73.2,2000-10-23T06:24,2000-10-23T17:45,40905.33,36796.98,1.9,1.9,0,9,23.6,36.7,48,14.37,4.66
10/24/00,51,78.9,75.1,76.4,75.9,71.5,73.5,2000-10-24T06:24,2000-10-24T17:45,40823.11,36595.33,0.9,0.9,0,4,22.3,37.6,50,15.31,5.03
10/25/00,51,78.2,73.1,75.4,77.4,72.2,74.2,2000-10-25T06:25,2000-10-25T17:44,40741.66,36496.17,0.8,0.8,0,4,18.4,30.4,43,14.95,4.29
10/26/00,1,79,72.5,75.2,78.7,73.2,75.5,2000-10-26T06:25,2000-10-26T17:43,40660.32,36400.8,0,0,0,0,13.5,22.4,22,16.07,4.22
10/27/00,1,79.7,69.2,74.3,82.1,70.8,76.6,2000-10-27T06:26,2000-10-27T17:42,40579.11,36514.2,0,0,0,0,11.1,19,356,17.02,3.65
